>>*HEADER*<<
FileID:DSExport.CSV
Version:2
GridSize:{Width=101, Height=74}
>>*DATA*<<
x (mm)[mm],y (mm)[mm],U[m/s],V[m/s],Status,y (mm)[mm],U pix[pix],V pix[pix],U[m/s],V[m/s],Length[m/s],Status
0.700090334236675,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
1.42276422764227,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
2.14543812104787,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
2.86811201445347,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
3.59078590785907,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
4.31345980126467,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
5.03613369467027,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
5.75880758807587,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
6.48148148148147,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
7.20415537488707,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
7.92682926829267,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
8.64950316169827,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
9.37217705510387,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
10.0948509485095,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
10.8175248419151,0.700090334236675,-7.36585498088971E-05,3.22090090776328E-06,17,0.700090334236675,-0.00203850036596123,8.91384326223488E-05,-7.36585498088971E-05,3.22090090776328E-06,7.37289370776997E-05,17
11.5401987353207,0.700090334236675,-0.000147317099617794,6.44180181552656E-06,17,0.700090334236675,-0.00407700073192245,0.000178276865244698,-0.000147317099617794,6.44180181552656E-06,0.000147457874155399,17
12.2628726287263,0.700090334236675,-0.000540162669494748,2.36199412029237E-05,17,0.700090334236675,-0.0149490018782672,0.000653681872790912,-0.000540162669494748,2.36199412029237E-05,0.000540678842880061,17
12.9855465221319,0.700090334236675,-0.000933008268475533,4.07980805903208E-05,17,0.700090334236675,-0.0258210038300604,0.00112908688033713,-0.000933008268475533,4.07980805903208E-05,0.000933899840680769,17
13.7082204155375,0.700090334236675,-0.00107436999678612,0.000641594466287643,17,0.700090334236675,-0.0297331896610558,0.0177561268545105,-0.00107436999678612,0.000641594466287643,0.00125136499438219,17
14.4308943089431,0.700090334236675,-0.00121573184151202,0.00124239083379507,17,0.700090334236675,-0.0336453787138453,0.0343831663252786,-0.00121573184151202,0.00124239083379507,0.00173825743040674,17
15.1535682023487,0.700090334236675,-0.00108965102117509,0.000711673812475055,17,0.700090334236675,-0.0301560920110205,0.0196955727602472,-0.00108965102117509,0.000711673812475055,0.00130146800318359,17
15.8762420957543,0.700090334236675,-0.00096357025904581,0.000180956718395464,17,0.700090334236675,-0.0266668069190928,0.00500797718159447,-0.00096357025904581,0.000180956718395464,0.000980414696977796,17
16.5989159891599,0.700090334236675,-0.000439160940004513,5.85634406888857E-05,17,0.700090334236675,-0.0121537790146249,0.00162074322106491,-0.000439160940004513,5.85634406888857E-05,0.000443048538888199,17
