>>*HEADER*<<
FileID:DSExport.CSV
Version:2
GridSize:{Width=101, Height=74}
>>*DATA*<<
x (mm)[mm],y (mm)[mm],U[m/s],V[m/s],Status,y (mm)[mm],U pix[pix],V pix[pix],U[m/s],V[m/s],Length[m/s],Status
0.700090334236675,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
1.42276422764227,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
2.14543812104787,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
2.86811201445347,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
3.59078590785907,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
4.31345980126467,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
5.03613369467027,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
5.75880758807587,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
6.48148148148147,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
7.20415537488707,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
7.92682926829267,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
8.64950316169827,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
9.37217705510387,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
10.0948509485095,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
10.8175248419151,0.700090334236675,6.77460911902017E-06,-3.5065761039732E-05,17,0.700090334236675,0.000187487307368883,-0.000970444936774584,6.77460911902017E-06,-3.5065761039732E-05,3.57141838211529E-05,17
11.5401987353207,0.700090334236675,1.35492182380403E-05,-7.0131522079464E-05,17,0.700090334236675,0.000374974614737766,-0.00194088987354917,1.35492182380403E-05,-7.0131522079464E-05,7.14283676423058E-05,17
12.2628726287263,0.700090334236675,4.96804641443305E-05,-0.000257148931268603,17,0.700090334236675,0.00137490684519435,-0.00711659667285858,4.96804641443305E-05,-0.000257148931268603,0.000261904030839887,17
12.9855465221319,0.700090334236675,8.58117127791047E-05,-0.000444166304077953,17,0.700090334236675,0.00237483915116172,-0.0122923024653574,8.58117127791047E-05,-0.000444166304077953,0.000452379658835753,17
13.7082204155375,0.700090334236675,-0.000165592835401185,-3.59684527211357E-05,17,0.700090334236675,-0.00458278171972779,-0.00099542692905743,-0.000165592835401185,-3.59684527211357E-05,0.000169454172941703,17
14.4308943089431,0.700090334236675,-0.000416997383581474,0.000372229405911639,17,0.700090334236675,-0.0115404025906173,0.0103014488086046,-0.000416997383581474,0.000372229405911639,0.00055896471135406,17
15.1535682023487,0.700090334236675,0.000324770138831809,9.38690573093481E-05,17,0.700090334236675,0.00898801359217032,0.00259782616103621,0.000324770138831809,9.38690573093481E-05,0.000338063667076156,17
15.8762420957543,0.700090334236675,0.00106653769034892,-0.000184491291292943,17,0.700090334236675,0.0295164305804065,-0.0051057964865322,0.00106653769034892,-0.000184491291292943,0.00108237686666787,17
16.5989159891599,0.700090334236675,0.00104750355239958,-0.000242793539655395,17,0.700090334236675,0.0289896608126583,-0.00671931120996305,0.00104750355239958,-0.000242793539655395,0.00107527317235581,17
