>>*HEADER*<<
FileID:DSExport.CSV
Version:2
GridSize:{Width=101, Height=74}
>>*DATA*<<
x (mm)[mm],y (mm)[mm],U[m/s],V[m/s],Status,y (mm)[mm],U pix[pix],V pix[pix],U[m/s],V[m/s],Length[m/s],Status
0.700090334236675,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
1.42276422764227,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
2.14543812104787,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
2.86811201445347,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
3.59078590785907,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
4.31345980126467,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
5.03613369467027,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
5.75880758807587,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
6.48148148148147,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
7.20415537488707,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
7.92682926829267,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
8.64950316169827,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
9.37217705510387,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
10.0948509485095,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
10.8175248419151,0.700090334236675,0.000172645988641307,-3.9110269426601E-05,17,0.700090334236675,0.00477797773564816,-0.00108237670638118,0.000172645988641307,-3.9110269426601E-05,0.000177020480647171,17
11.5401987353207,0.700090334236675,0.000345291977282614,-7.8220538853202E-05,17,0.700090334236675,0.00955595547129633,-0.00216475341276237,0.000345291977282614,-7.8220538853202E-05,0.000354040961294343,17
12.2628726287263,0.700090334236675,0.00126607052516192,-0.00028680864488706,17,0.700090334236675,0.0350385017838562,-0.00793742924724938,0.00126607052516192,-0.00028680864488706,0.00129815013517919,17
12.9855465221319,0.700090334236675,0.00218684901483357,-0.000495396729093045,17,0.700090334236675,0.060521046485519,-0.01371010447765,0.00218684901483357,-0.000495396729093045,0.00224225924747221,17
13.7082204155375,0.700090334236675,0.00099571724422276,-0.000315031822538003,17,0.700090334236675,0.0275564747338649,-0.00871850568873924,0.00099571724422276,-0.000315031822538003,0.00104436482114929,17
14.4308943089431,0.700090334236675,-0.000195414628251456,-0.000134666886879131,17,0.700090334236675,-0.00540809983685904,-0.00372690609437996,-0.000195414628251456,-0.000134666886879131,0.000237322665070935,17
15.1535682023487,0.700090334236675,0.00117598392535001,-0.000154516645125113,17,0.700090334236675,0.0325453551340615,-0.00427624815383751,0.00117598392535001,-0.000154516645125113,0.00118609172760893,17
15.8762420957543,0.700090334236675,0.00254738260991871,-0.000174366403371096,17,0.700090334236675,0.0704988137295004,-0.00482559021329507,0.00254738260991871,-0.000174366403371096,0.00255334326010837,17
16.5989159891599,0.700090334236675,0.0025042227935046,-0.000215142092201859,17,0.700090334236675,0.0693043658102397,-0.00595405740168644,0.0025042227935046,-0.000215142092201859,0.00251344741726278,17
