>>*HEADER*<<
FileID:DSExport.CSV
Version:2
GridSize:{Width=101, Height=74}
>>*DATA*<<
x (mm)[mm],y (mm)[mm],U[m/s],V[m/s],Status,y (mm)[mm],U pix[pix],V pix[pix],U[m/s],V[m/s],Length[m/s],Status
0.700090334236675,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
1.42276422764227,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
2.14543812104787,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
2.86811201445347,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
3.59078590785907,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
4.31345980126467,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
5.03613369467027,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
5.75880758807587,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
6.48148148148147,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
7.20415537488707,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
7.92682926829267,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
8.64950316169827,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
9.37217705510387,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
10.0948509485095,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
10.8175248419151,0.700090334236675,-9.10778762772679E-05,-6.65347488393309E-06,17,0.700090334236675,-0.00252058022597339,-0.000184134917412848,-9.10778762772679E-05,-6.65347488393309E-06,9.13205796915923E-05,17
11.5401987353207,0.700090334236675,-0.000182155752554536,-1.33069497678662E-05,17,0.700090334236675,-0.00504116045194678,-0.000368269834825696,-0.000182155752554536,-1.33069497678662E-05,0.000182641159383185,17
12.2628726287263,0.700090334236675,-0.000667904387228191,-4.87921497551724E-05,17,0.700090334236675,-0.0184842539165402,-0.0013503227444744,-0.000667904387228191,-4.87921497551724E-05,0.000669684212413878,17
12.9855465221319,0.700090334236675,-0.00115365302190185,-8.42773515614681E-05,17,0.700090334236675,-0.0319273473811336,-0.00233237570446363,-0.00115365302190185,-8.42773515614681E-05,0.0011567272655771,17
13.7082204155375,0.700090334236675,-0.000788690347690135,-0.000244410592131317,17,0.700090334236675,-0.0218270053723245,-0.00676406313723419,-0.000788690347690135,-0.000244410592131317,0.000825693043500772,17
14.4308943089431,0.700090334236675,-0.000423727731686085,-0.000404543825425208,17,0.700090334236675,-0.0117266649744124,-0.0111957503686426,-0.000423727731686085,-0.000404543825425208,0.00058583350645853,17
15.1535682023487,0.700090334236675,-0.000884765409864485,-0.000290145835606381,17,0.700090334236675,-0.0244858827179996,-0.0080297860004066,-0.000884765409864485,-0.000290145835606381,0.000931125360202586,17
15.8762420957543,0.700090334236675,-0.00134580302983522,-0.00017574786033947,17,0.700090334236675,-0.0372450988506898,-0.00486382203489484,-0.00134580302983522,-0.00017574786033947,0.00135722993834043,17
