>>*HEADER*<<
FileID:DSExport.CSV
Version:2
GridSize:{Width=101, Height=74}
>>*DATA*<<
x (mm)[mm],y (mm)[mm],U[m/s],V[m/s],Status,y (mm)[mm],U pix[pix],V pix[pix],U[m/s],V[m/s],Length[m/s],Status
0.700090334236675,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
1.42276422764227,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
2.14543812104787,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
2.86811201445347,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
3.59078590785907,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
4.31345980126467,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
5.03613369467027,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
5.75880758807587,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
6.48148148148147,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
7.20415537488707,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
7.92682926829267,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
8.64950316169827,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
9.37217705510387,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
10.0948509485095,0.700090334236675,0,0,17,0.700090334236675,0,0,0,0,0,17
10.8175248419151,0.700090334236675,-9.7076190286316E-06,-2.41603856920847E-06,17,0.700090334236675,-0.000268658356617379,-6.68638674028443E-05,-9.7076190286316E-06,-2.41603856920847E-06,1.00037547737314E-05,17
11.5401987353207,0.700090334236675,-1.94152380572632E-05,-4.83207713841693E-06,17,0.700090334236675,-0.000537316713234759,-0.000133727734805689,-1.94152380572632E-05,-4.83207713841693E-06,2.00075095474627E-05,17
12.2628726287263,0.700090334236675,-7.11892062099651E-05,-1.77176170836901E-05,17,0.700090334236675,-0.00197016128186078,-0.000490335052791124,-7.11892062099651E-05,-1.77176170836901E-05,7.33608685603517E-05,17
12.9855465221319,0.700090334236675,-0.000122963174362667,-3.06031543004792E-05,17,0.700090334236675,-0.00340300585048681,-0.000846942295265762,-0.000122963174362667,-3.06031543004792E-05,0.000126714226914276,17
13.7082204155375,0.700090334236675,-1.43024897170108E-06,-0.000128573301481083,17,0.700090334236675,-3.95821402918273E-05,-0.00355826611848897,-1.43024897170108E-06,-0.000128573301481083,0.000128581256277369,17
14.4308943089431,0.700090334236675,0.000120102682558354,-0.000226543445023708,17,0.700090334236675,0.00332384173980245,-0.00626958984103112,0.000120102682558354,-0.000226543445023708,0.000256410972543927,17
15.1535682023487,0.700090334236675,0.000305221619782969,-3.37562196364161E-05,17,0.700090334236675,0.00844700832749368,-0.000934203378437815,0.000305221619782969,-3.37562196364161E-05,0.000307082594015163,17
15.8762420957543,0.700090334236675,0.000490340578835458,0.000159030998474918,17,0.700090334236675,0.0135701755192713,0.00440118288279336,0.000490340578835458,0.000159030998474918,0.000515484957810236,17
