x (mm)[mm],y (mm)[mm],U[m/s],V[m/s],Std dev (U)[m/s],Std dev (V)[m/s],uuu,vvv,uuv,uvv,Covar (U,N
8.19777397260273,1.34845890410959,-0.019964238544234892,0.015184584186349258,0.06635573396134258,0.0017847400435176354,-0.000526117305694066,1.9621844569290582e-05,-0.00010953077837111918,-3.880546340620645e-05,0.0006268215596567318,1274
8.882705479452039,1.34845890410959,-0.2170250443943247,0.06886459849187329,,,-0.017885699646752448,0.0010324660771547087,0.006089932986432732,-0.0019335140068790244,0.01474323843123543,169
9.567636986301359,1.34845890410959,-inf,-inf,,,,,,,,0
10.252568493150699,1.34845890410959,-inf,-inf,,,,,,,,0
10.9375,1.34845890410959,-inf,-inf,,,,,,,,0
11.622431506849301,1.34845890410959,-inf,-inf,,,,,,,,0
12.3073630136986,1.34845890410959,-inf,-inf,,,,,,,,0
12.992294520547901,1.34845890410959,-inf,-inf,,,,,,,,0
13.677226027397198,1.34845890410959,-inf,-inf,,,,,,,,0
14.362157534246599,1.34845890410959,-inf,-inf,,,,,,,,0
15.0470890410959,1.34845890410959,-inf,-inf,,,,,,,,0
15.732020547945199,1.34845890410959,-inf,-inf,,,,,,,,0
16.4169520547945,1.34845890410959,-0.04402043066426473,-0.0026661379565469396,0.039816466177422044,0.013578320002278526,-0.0002294329249368842,2.549474097894059e-05,9.696733503607811e-06,-9.959975609617267e-06,-0.000190220637125917,1375
17.1018835616438,1.34845890410959,-0.03266528468296059,0.0015372634083893654,0.04510399054221311,0.004767336198954941,-7.488407717628054e-05,2.679922378772777e-06,-6.019787057551048e-06,-1.5237286453637496e-06,0.00012489123055595656,2392
17.7868150684931,1.34845890410959,-0.059838934481896776,0.0002127465080086803,0.020398676761105065,0.0030157730550802015,-0.00013822749869329466,1.5832176535981983e-06,2.2413545322967623e-08,-3.1644561973024584e-07,7.426064028437992e-05,2753
18.471746575342397,1.34845890410959,-0.023499011111298464,-0.0004736847886260246,0.012843952307313897,0.0014715279480926973,-3.243399584016869e-05,1.5479639671041613e-07,-3.1132896840211617e-07,-1.9793348763276876e-08,-1.1166787091354588e-06,2816
19.1566780821918,1.34845890410959,-0.015710194077975657,-0.0003742872574372763,0.013843320447135602,0.0013353277299461763,-1.5876651538777738e-05,8.610333437178351e-08,-3.769594719637689e-07,-2.7265317845524975e-08,3.442037974887585e-06,2937
19.841609589041102,1.34845890410959,-0.027629137459151534,-0.0012875008927639977,0.01678106866099659,0.0015141692257508099,-4.713438796957211e-05,3.063091091367028e-07,-1.692017557338505e-06,-1.3230234551888505e-07,-1.2737242959076747e-05,2920
20.526541095890398,1.34845890410959,-0.038656883540898676,-0.0011940252921807458,0.02717086007630034,0.0026033532528982784,-9.010872365026226e-05,1.133667174389927e-06,-1.3314300151454824e-06,-3.507064803658721e-07,-4.3525011987056354e-05,2861
21.2114726027397,1.34845890410959,-0.012016706899943393,-7.346998410671474e-05,0.023123666401535296,0.005526857407556884,-4.531328827402643e-05,1.9330020128883933e-07,-1.484002515495864e-06,1.6019516125917246e-07,5.733850034340219e-06,2986
21.896404109589,1.34845890410959,-0.014858226876746858,0.005048882841709757,0.03891613777201359,0.00870826575594629,-0.0001890535120144468,6.317422493309148e-06,3.965254967159605e-06,-4.896484529405275e-06,-6.3457140947083946e-06,1639
22.581335616438302,1.34845890410959,-inf,inf,,,,,,,,0
23.2662671232876,1.34845890410959,-inf,inf,,,,,,,,0
23.951198630137,1.34845890410959,-inf,inf,,,,,,,,0
24.6361301369863,1.34845890410959,-inf,inf,,,,,,,,0
25.321061643835602,1.34845890410959,inf,-inf,,,,,,,,0
26.0059931506849,1.34845890410959,inf,-inf,,,,,,,,0
26.6909246575342,1.34845890410959,inf,-inf,,,,,,,,0
27.375856164383503,1.34845890410959,inf,-inf,,,,,,,,0
28.060787671232802,1.34845890410959,-inf,-inf,,,,,,,,0
28.7457191780822,1.34845890410959,-0.0024902691911176797,6.905301824705203e-05,0.02097491127451238,0.006440822329483844,-6.748273266088995e-05,4.893317508161911e-07,-8.621110998186519e-07,-6.301399323176646e-07,8.882253451976691e-07,2592
29.430650684931503,1.34845890410959,-0.0035830310952894677,0.0004968534416329264,0.005847396000537135,0.0008891257893537244,-2.6986304605634106e-06,1.4223150344166928e-08,-1.8211189790384053e-08,1.8620710393398605e-09,2.088579175185642e-06,3362
30.1155821917808,1.34845890410959,-0.00046742576369476746,1.0868948521514193e-05,0.0017151610120129518,0.0005545070725374114,1.717137989418228e-08,8.725065736639761e-10,-3.117629558651737e-10,2.7160636359318694e-10,-5.552784445924666e-09,3469
30.8005136986301,1.34845890410959,-0.002368551786554887,-5.90105320132384e-07,0.0005680935586466839,0.0004335113822198745,7.1705729683426e-08,1.3656177478562864e-09,-2.1602686108608223e-09,1.70722973584184e-10,-9.345058630826727e-08,3426
31.485445205479397,1.34845890410959,-0.0033591331895248488,1.9991294615520984e-05,,0.0005124750169722055,-9.228997700680967e-08,2.6579855377873897e-09,6.29579402123054e-11,4.735785803997648e-10,-2.1971098507270933e-07,3260
32.170376712328704,1.34845890410959,-0.008084562284741113,-0.001632320049018569,,,-9.936344659626323e-07,3.0127965689406004e-09,-1.9687118280740858e-07,-4.1592475794300907e-08,-1.3867012415757082e-05,3240
32.855308219178,1.34845890410959,-0.01921873964729351,-0.001530756254747505,0.027071353151885334,,-0.00010799939345984894,1.1595049914087995e-07,1.0505450435739518e-06,-1.1584986098639463e-07,-3.162895233513059e-05,3047
33.5402397260274,1.34845890410959,-0.015563621975483194,-0.0008222518829239558,0.020518332418184914,0.002731502952959886,-5.6949859998196334e-05,8.891162994267776e-08,-2.135308650727448e-06,-9.533527255935401e-07,-6.2405135031962204e-06,3047
34.225171232876704,1.34845890410959,-0.013377937340394008,-0.0017902608702411373,0.017355298958768913,0.005037855070544728,-2.8236110750885746e-05,1.0728096488947878e-06,-1.2461563673691245e-06,-1.0198542667699107e-06,-1.4874841708475165e-05,2942
34.910102739726,1.34845890410959,-0.007034194613103811,-0.0013339352131271156,0.013974673349176413,0.008234723060616773,-1.7228810895031252e-05,2.8013229206234877e-06,4.611617668759151e-06,-2.7396899483839755e-06,-6.613744678713586e-05,2848
35.595034246575295,1.34845890410959,-inf,inf,,,,,,,,0
36.2799657534246,1.34845890410959,-inf,inf,,,,,,,,0
36.9648972602739,1.34845890410959,-inf,-inf,,,,,,,,0
37.6498287671232,1.34845890410959,-inf,inf,,,,,,,,0
38.3347602739726,1.34845890410959,inf,inf,,,,,,,,0
39.0196917808219,1.34845890410959,inf,inf,,,,,,,,0
39.704623287671204,1.34845890410959,inf,inf,,,,,,,,0
40.3895547945205,1.34845890410959,inf,inf,,,,,,,,0
41.074486301369795,1.34845890410959,1.6264993872498068,0.3697889203078945,,,8.605808532986376,0.10113094180137994,1.9565533437916232,0.4448269742869958,-0.6014614581361523,17
41.759417808219105,1.34845890410959,0.00028137560163477807,0.00010717679271928924,0.00408194345561299,0.006827529387847843,-1.5906372629119588e-07,-1.0848030435094901e-07,-1.3315537479891404e-08,-2.4926096971396212e-08,-1.7116893763422672e-06,3224
42.4443493150684,1.34845890410959,-1.8149691734114628e-05,-3.0389129552839807e-05,0.008490541664632435,0.001999539352133033,-1.6766000152452305e-05,1.410665067642822e-07,3.3858037442728038e-06,-6.894588657045361e-07,-1.4337311474931949e-05,3469
43.1292808219178,1.34845890410959,-0.00012726166688655847,1.5865013120277777e-06,0.001501053607932464,0.00036452301167115455,-9.08455560121549e-10,8.536335958641262e-11,4.439478997659424e-11,-2.429967754793081e-11,-3.9766886188017165e-08,3490
43.8142123287671,1.34845890410959,-0.00030446239794180047,4.6152534253463565e-06,0.0016084915949332438,0.00036091961536826694,-2.1005633721760474e-09,1.5240110969606597e-10,-1.7530470857094064e-11,-4.3806420466004124e-11,-4.3437414291394084e-08,3454
44.4991438356164,1.34845890410959,-0.0025970387809295383,-0.00017282115226589586,0.0038306455905269834,0.0010679542720935444,-3.2534592340496144e-07,6.942593109373604e-09,-1.7996425518330196e-08,-3.0246700547040253e-09,1.3382651455282037e-06,3334
45.184075342465704,1.34845890410959,-0.004632658596174987,-0.0002778643031919133,0.00846249110288013,0.00123802142071851,-7.719775959831139e-06,2.0207267616985776e-08,3.110425055009769e-08,-3.2962855274075115e-09,1.409918409116607e-06,3298
45.86900684931501,1.34845890410959,-0.00042962127992059174,-8.446313099442067e-06,0.001453551353426831,0.0004083176555144743,-6.971385435198356e-09,2.570837219536213e-10,-2.9049479592660765e-12,-1.7506545488975013e-11,1.1397174608124117e-07,3495
46.553938356164295,1.34845890410959,-0.00014829546866339718,-2.0588956648267014e-06,0.001153132860927236,0.0004025386329548466,-1.5863228143228387e-09,7.073839860817532e-11,3.78998827694545e-11,-4.293815549939234e-11,1.0168928680355236e-07,3514
47.238869863013605,1.34845890410959,-0.0027724285555756575,-0.0015934630907272823,0.004361083115861285,0.001889125316584607,-6.893067645737656e-07,9.840261796484658e-09,8.372969303753944e-09,-1.4826055348766044e-08,-3.7840407330096023e-06,3415
47.92380136986301,1.34845890410959,-inf,-inf,,,,,,,,0
48.608732876712295,1.34845890410959,-inf,-inf,,,,,,,,0
49.2936643835616,1.34845890410959,-inf,-inf,,,,,,,,0
49.9785958904109,1.34845890410959,-inf,-inf,,,,,,,,0
50.6635273972602,1.34845890410959,inf,inf,,,,,,,,0
51.3484589041095,1.34845890410959,inf,inf,,,,,,,,0
52.033390410958795,1.34845890410959,inf,inf,,,,,,,,0
52.7183219178082,1.34845890410959,inf,-inf,,,,,,,,0
53.4032534246575,1.34845890410959,0.44920201380122626,-0.14073946905891888,,,0.18128212616539238,-0.005575474787097641,-0.056797492003746584,0.01779520404042911,0.06322043793071103,17
54.088184931506795,1.34845890410959,0.4505070347738048,-0.2440832296131933,,,0.18286607690925263,-0.0290833927392899,-0.09907653119137697,0.05367937590630239,0.10996126985218282,17
54.773116438356105,1.34845890410959,0.009298789085005012,0.0005373522675629614,,0.002075432184580065,-7.206950088350806e-06,-1.2932242350220485e-07,1.706635893729232e-07,-4.317702463919688e-08,-5.329559694291656e-06,3479
55.4580479452054,1.34845890410959,-0.0005348767533678205,-1.4602084933449112e-05,0.0034179148255847943,0.0010918139634125954,-8.602647907776804e-08,1.6381124314066274e-09,-5.029259673320749e-09,-1.9970032151376246e-09,3.9591448765790545e-07,3448
56.1429794520547,1.34845890410959,-0.000476028753520714,4.819356324532578e-06,0.0025810320647188276,0.0005022492993005674,-5.604052204835532e-11,3.098386163283305e-10,1.4738739023280518e-10,-2.203153158107418e-11,1.548188794212575e-07,3382
56.827910958904,1.34845890410959,-inf,inf,,,,,,,,0
57.5128424657534,1.34845890410959,-inf,inf,,,,,,,,0
58.197773972602704,1.34845890410959,-inf,inf,,,,,,,,0
58.882705479452,1.34845890410959,-inf,inf,,,,,,,,0
59.567636986301295,1.34845890410959,-inf,inf,,,,,,,,0
60.252568493150605,1.34845890410959,-inf,inf,,,,,,,,0
60.93749999999989,1.34845890410959,-inf,inf,,,,,,,,0
61.6224315068492,1.34845890410959,,,,,,,,,,0
62.3073630136986,1.34845890410959,,,,,,,,,,0
62.992294520547894,1.34845890410959,,,,,,,,,,0
63.677226027397204,1.34845890410959,,,,,,,,,,0
64.3621575342465,1.34845890410959,,,,,,,,,,0
65.0470890410958,1.34845890410959,,,,,,,,,,0
65.7320205479451,1.34845890410959,,,,,,,,,,0
66.4169520547944,1.34845890410959,,,,,,,,,,0
67.1018835616437,1.34845890410959,,,,,,,,,,0
67.7868150684931,1.34845890410959,,,,,,,,,,0
68.4717465753424,1.34845890410959,,,,,,,,,,0
69.1566780821917,1.34845890410959,,,,,,,,,,0
0.663527397260273,2.0333904109589,,,,,,,,,,0
1.34845890410959,2.0333904109589,,,,,,,,,,0
2.0333904109589,2.0333904109589,,,,,,,,,,0
2.7183219178082205,2.0333904109589,,,,,,,,,,0
3.4032534246575294,2.0333904109589,-inf,inf,,,,,,,,0
4.08818493150684,2.0333904109589,-inf,inf,,,,,,,,0
4.77311643835616,2.0333904109589,-inf,inf,,,,,,,,0
5.458047945205469,2.0333904109589,-inf,inf,,,,,,,,0
6.1429794520547905,2.0333904109589,-inf,inf,,,,,,,,0
6.827910958904099,2.0333904109589,-0.10360729455637062,0.024747387104398312,0.10092451321337276,0.02417937998527616,0.0006093283933030231,0.000402050436908078,4.04223612930567e-05,-0.00013419481073484083,0.0028576465346563168,314
7.512842465753419,2.0333904109589,-0.04564327962140005,0.03604687198050361,0.1378363281242924,0.00446513079183235,-0.001031999275921206,0.00026028641634495177,-0.00063561196436089,-0.0002113740241133874,0.002017580652703951,314
8.19777397260273,2.0333904109589,-0.5674331283976833,0.3982111033145282,,,-0.36096916777054977,0.12689736242612487,0.2548640215661767,-0.17943759878654708,0.2255169690231454,23
8.882705479452039,2.0333904109589,-inf,inf,,,,,,,,0
9.567636986301359,2.0333904109589,-inf,inf,,,,,,,,0
10.252568493150699,2.0333904109589,-inf,inf,,,,,,,,0
10.9375,2.0333904109589,-inf,-inf,,,,,,,,0
11.622431506849301,2.0333904109589,-inf,-inf,,,,,,,,0
12.3073630136986,2.0333904109589,-inf,-inf,,,,,,,,0
12.992294520547901,2.0333904109589,-inf,-inf,,,,,,,,0
13.677226027397198,2.0333904109589,-inf,-inf,,,,,,,,0
14.362157534246599,2.0333904109589,-inf,-inf,,,,,,,,0
15.0470890410959,2.0333904109589,-inf,-inf,,,,,,,,0
15.732020547945199,2.0333904109589,-inf,-inf,,,,,,,,0
16.4169520547945,2.0333904109589,-inf,-inf,,,,,,,,0
17.1018835616438,2.0333904109589,-0.35859492222381106,-0.020547030608932072,,,-0.07190225349631403,0.0003453814583308301,-0.0044099674043039565,-0.00018100500742811252,-0.006615446409963821,368
17.7868150684931,2.0333904109589,-0.18699692138378876,-0.0037501475904064036,,0.014193867071048692,-0.003372342944583478,0.00011557672634817061,-5.771045916887159e-05,1.4062394530148946e-05,-0.0001366245883216913,1191
18.471746575342397,2.0333904109589,-0.16940949399897595,-0.0010132478231356552,,0.014539836337055452,-0.0012559017023367758,0.00010598644466193145,3.0778231122485194e-05,9.232053506267326e-06,0.00023273350323130246,1693
19.1566780821918,2.0333904109589,-0.2130397979268556,-8.730744157046189e-05,,0.014444786756880615,-0.007582573910741464,0.00013083263658099923,6.648430429274253e-05,2.1746128323513848e-05,0.0002697237156077919,1668
19.841609589041102,2.0333904109589,-0.20815023756816273,-0.0015362566494312299,,0.0130138302862397,-0.006150915025081118,0.00010731582636786355,-3.5130403824089765e-05,1.688084677020986e-05,-7.172025815090701e-05,1391
20.526541095890398,2.0333904109589,-0.2218882898062849,-0.00549072118190449,,0.012908904423827297,-0.008934915720520345,0.0001292430118353358,-0.0003124809532637247,1.4010703023990222e-05,-0.0008718496032680907,838
21.2114726027397,2.0333904109589,-1.26774648123584,-0.03477224253837488,,,-4.0215769122463545,0.0006896627769675821,-0.11116760147752607,-0.002814429320124755,-0.044041629116709356,74
21.896404109589,2.0333904109589,-inf,inf,,,,,,,,0
22.581335616438302,2.0333904109589,-inf,inf,,,,,,,,0
23.2662671232876,2.0333904109589,-inf,inf,,,,,,,,0
23.951198630137,2.0333904109589,-inf,inf,,,,,,,,0
24.6361301369863,2.0333904109589,-inf,inf,,,,,,,,0
25.321061643835602,2.0333904109589,inf,-inf,,,,,,,,0
26.0059931506849,2.0333904109589,inf,-inf,,,,,,,,0
26.6909246575342,2.0333904109589,inf,-inf,,,,,,,,0
27.375856164383503,2.0333904109589,inf,-inf,,,,,,,,0
28.060787671232802,2.0333904109589,inf,inf,,,,,,,,0
28.7457191780822,2.0333904109589,-inf,inf,,,,,,,,0
29.430650684931503,2.0333904109589,-0.4660437952943769,-0.19258294687118563,,,-0.1957541417784728,-0.013864168485272395,-0.0824688684695291,-0.03436001064226558,-0.08955925478108548,30
30.1155821917808,2.0333904109589,-0.07555890868581797,-0.004046809948102739,0.13277889721495229,0.013944748032786182,0.0006103042448298817,4.377420805433194e-05,4.9309589388345046e-05,-7.209798829935319e-06,-0.0004229313289694165,1005
30.8005136986301,2.0333904109589,-0.10507422622567654,0.0009469981248152185,0.12511873820035227,0.011531112121270145,0.0015409493008272305,4.1779560564409575e-05,-2.2082181999022626e-05,-6.687494825354906e-07,-0.00025160619517083574,1992
31.485445205479397,2.0333904109589,-0.21391225985078682,-0.003174765088470367,,0.011949062074297785,-0.006322691698017621,9.783587116130615e-05,-0.0003071632178779901,7.967496485615393e-06,-0.0010893491593478787,2140
32.170376712328704,2.0333904109589,-0.18523257036134294,-0.004190698722537077,,0.01059912711159991,-0.0012563912388285081,7.309997546515074e-05,-0.0002515122774766795,-2.42906210822762e-06,-0.0012449635397645958,2193
32.855308219178,2.0333904109589,-0.1742435206320518,-0.00485012445599716,,0.013730376233931283,-0.000636777200029361,0.0001107098293280595,-0.00022879535667652266,3.850423454112445e-06,-0.0012922233087433504,1654
33.5402397260274,2.0333904109589,-0.12153701423103118,-0.012779824892499748,0.08164690071651601,0.021853690175306962,0.0007271297559428135,0.0002272184656903148,-0.0001273385887604098,-8.421609221344514e-06,-0.0019027235496357296,758
34.225171232876704,2.0333904109589,-1.1533834421915332,-0.4523464619704097,,,-3.03091125380642,-0.18089578916536705,-1.1994022614165323,-0.47109859467498716,-0.5222370002769726,48
34.910102739726,2.0333904109589,-inf,-inf,,,,,,,,0
35.595034246575295,2.0333904109589,-inf,-inf,,,,,,,,0
36.2799657534246,2.0333904109589,-inf,-inf,,,,,,,,0
36.9648972602739,2.0333904109589,-inf,-inf,,,,,,,,0
37.6498287671232,2.0333904109589,-inf,inf,,,,,,,,0
38.3347602739726,2.0333904109589,inf,inf,,,,,,,,0
39.0196917808219,2.0333904109589,inf,inf,,,,,,,,0
39.704623287671204,2.0333904109589,inf,-inf,,,,,,,,0
40.3895547945205,2.0333904109589,inf,inf,,,,,,,,0
41.074486301369795,2.0333904109589,inf,inf,,,,,,,,0
41.759417808219105,2.0333904109589,-0.3428890653855332,-0.7412432182689331,,,-0.08062871921922649,-0.8145377418885099,-0.174299840206535,-0.3767938080582611,-0.2541638248605143,18
42.4443493150684,2.0333904109589,-0.5020454410604451,-0.5975644627297224,,,-0.24070131046690071,-0.42642101745996175,-0.2956085230669362,-0.35807953550984706,-0.2996990371850674,58
43.1292808219178,2.0333904109589,-0.05996812563952539,0.004452266313083659,0.14274909046128503,0.015049594231157955,-1.5061271991669554e-05,4.392400106921296e-05,-7.863920071979542e-05,-9.906464690763225e-06,0.000398678637159865,1435
43.8142123287671,2.0333904109589,-0.1710579162463099,-0.008493510292637013,,0.006680253036701327,-0.0006208006710222702,5.690240398858864e-05,-0.0002688120457645358,-2.0330892021471198e-05,-0.00148416158076306,2361
44.4991438356164,2.0333904109589,-0.1739852973092761,-0.0017120994195826056,,0.010042912559459969,-0.00041320279046233935,5.303472195721749e-05,-6.649063436511653e-05,2.2709050695330635e-06,-0.00039028391897294,2807
45.184075342465704,2.0333904109589,-0.19507174527145194,-0.00041851570041763096,,0.010100487930608875,-0.0027272862384659716,5.828407103200091e-05,-5.253471950383506e-05,4.207075175312873e-06,-0.0002452114507164777,2842
45.86900684931501,2.0333904109589,-0.14080761155760232,-0.0006237468804873366,0.0987428255563968,0.011442972244606402,0.001702798982216626,5.5746568733683024e-05,-3.689385507124074e-05,2.2360628687033612e-07,-0.00038459149885608924,2442
46.553938356164295,2.0333904109589,-0.09020480066103048,-0.014652849309121266,0.13806861894579103,0.008941047135745225,0.0012026036707789138,7.442403211633715e-05,0.00015962951375112123,-5.675280412762541e-05,-0.0018000592694184454,1612
47.238869863013605,2.0333904109589,-inf,-inf,,,,,,,,0
47.92380136986301,2.0333904109589,-inf,-inf,,,,,,,,0
48.608732876712295,2.0333904109589,-inf,-inf,,,,,,,,0
49.2936643835616,2.0333904109589,-inf,-inf,,,,,,,,0
49.9785958904109,2.0333904109589,-inf,-inf,,,,,,,,0
50.6635273972602,2.0333904109589,inf,inf,,,,,,,,0
51.3484589041095,2.0333904109589,inf,inf,,,,,,,,0
52.033390410958795,2.0333904109589,inf,inf,,,,,,,,0
52.7183219178082,2.0333904109589,inf,-inf,,,,,,,,0
